Unnamed: 0,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
2962,2963,57,Female,Pants,Clothing,40,California,Pink,Fall,4.0,No,Express,No,No,42,Credit Card,Every 3 Months
422,423,47,Male,Pants,Clothing,59,Minnesota,Purple,Fall,3.1,Yes,Store Pickup,Yes,Yes,32,Debit Card,Annually
680,681,58,Male,Sneakers,Footwear,25,Tennessee,Magenta,Spring,4.2,Yes,Express,Yes,Yes,3,PayPal,Annually
1967,1968,37,Male,Dress,Clothing,81,Georgia,Yellow,Fall,3.7,No,Standard,No,No,4,Venmo,Annually
3167,3168,24,Female,Dress,Clothing,78,Oregon,Blue,Fall,2.8,No,2-Day Shipping,No,No,9,Cash,Bi-Weekly
2289,2290,70,Male,Shorts,Clothing,82,Nevada,Orange,Fall,4.1,No,Free Shipping,No,No,47,Venmo,Weekly
3150,3151,55,Female,Blouse,Clothing,25,Georgia,Peach,Spring,2.6,No,Express,No,No,7,Bank Transfer,Bi-Weekly
2369,2370,24,Male,Sweater,Clothing,23,Vermont,Cyan,Winter,4.6,No,Standard,No,No,24,PayPal,Monthly
572,573,56,Male,Scarf,Accessories,97,South Carolina,Cyan,Summer,4.6,Yes,Next Day Air,Yes,Yes,26,Bank Transfer,Annually
1104,1105,35,Male,Hat,Accessories,28,Delaware,Beige,Fall,3.1,No,Express,Yes,Yes,8,Bank Transfer,Quarterly
2242,2243,18,Male,Skirt,Clothing,66,Nevada,Orange,Spring,3.8,No,Next Day Air,No,No,5,Credit Card,Bi-Weekly
288,289,30,Male,T-shirt,Clothing,62,North Carolina,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly
1171,1172,41,Male,Socks,Clothing,55,Louisiana,Lavender,Spring,3.9,No,Next Day Air,Yes,Yes,15,Debit Card,Annually
3294,3295,62,Female,Sweater,Clothing,60,South Carolina,Magenta,Spring,4.5,No,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
3216,3217,39,Female,Hoodie,Clothing,85,Illinois,Olive,Winter,3.4,No,Next Day Air,No,No,18,Cash,Weekly
2080,2081,29,Male,Sunglasses,Accessories,47,South Dakota,Gray,Fall,3.5,No,Free Shipping,No,No,17,Debit Card,Bi-Weekly
3828,3829,42,Female,Blouse,Clothing,82,Mississippi,Charcoal,Spring,3.4,No,Free Shipping,No,No,8,Cash,Weekly
1936,1937,70,Male,Jewelry,Accessories,60,Minnesota,Teal,Summer,4.3,No,2-Day Shipping,No,No,44,PayPal,Every 3 Months
177,178,21,Male,Hoodie,Clothing,42,Kansas,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly
1670,1671,22,Male,Pants,Clothing,73,Utah,Cyan,Fall,3.6,No,Free Shipping,Yes,Yes,20,Cash,Weekly
2478,2479,18,Male,Socks,Clothing,93,Vermont,Maroon,Winter,4.8,No,2-Day Shipping,No,No,9,Bank Transfer,Every 3 Months
3891,3892,36,Female,Dress,Clothing,30,Colorado,Peach,Winter,4.7,No,Free Shipping,No,No,6,Bank Transfer,Quarterly
907,908,32,Male,Sweater,Clothing,43,Missouri,Cyan,Winter,4.4,Yes,Express,Yes,Yes,34,Credit Card,Bi-Weekly
1818,1819,58,Male,Sunglasses,Accessories,39,North Carolina,White,Fall,3.8,No,Express,No,No,47,Debit Card,Every 3 Months
3028,3029,62,Female,Dress,Clothing,100,California,Charcoal,Summer,3.0,No,Free Shipping,No,No,7,PayPal,Every 3 Months
1600,1601,20,Male,Boots,Footwear,26,Montana,Yellow,Spring,4.7,No,Next Day Air,Yes,Yes,24,PayPal,Weekly
370,371,59,Male,Scarf,Accessories,34,Oregon,Olive,Winter,3.4,Yes,Express,Yes,Yes,13,PayPal,Weekly
3022,3023,58,Female,Sandals,Footwear,26,Georgia,Lavender,Fall,4.0,No,Free Shipping,No,No,23,PayPal,Weekly
1725,1726,45,Male,Sunglasses,Accessories,33,Massachusetts,Indigo,Spring,3.0,No,Next Day Air,No,No,32,Venmo,Quarterly
1987,1988,69,Male,Belt,Accessories,23,Vermont,White,Summer,3.4,No,Express,No,No,4,Cash,Quarterly
932,933,62,Male,Skirt,Clothing,24,Indiana,Blue,Winter,3.2,Yes,Standard,Yes,Yes,45,Debit Card,Bi-Weekly
729,730,41,Male,Sunglasses,Accessories,56,Minnesota,Beige,Summer,3.2,Yes,Express,Yes,Yes,46,PayPal,Every 3 Months
598,599,21,Male,Dress,Clothing,66,California,Green,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,30,Cash,Every 3 Months
2611,2612,33,Male,Jacket,Outerwear,99,Michigan,Maroon,Fall,4.2,No,2-Day Shipping,No,No,4,Cash,Fortnightly
1064,1065,34,Male,Hat,Accessories,28,Wyoming,Violet,Spring,3.5,No,Express,Yes,Yes,42,Credit Card,Every 3 Months
2505,2506,27,Male,Handbag,Accessories,75,Illinois,Cyan,Summer,3.5,No,Express,No,No,43,PayPal,Quarterly
1313,1314,70,Male,Shoes,Footwear,28,Missouri,Lavender,Summer,2.6,No,Free Shipping,Yes,Yes,23,Credit Card,Bi-Weekly
3389,3390,38,Female,Pants,Clothing,57,North Carolina,Maroon,Fall,3.8,No,Free Shipping,No,No,39,Venmo,Annually
1872,1873,43,Male,T-shirt,Clothing,64,Alaska,Lavender,Summer,4.6,No,Standard,No,No,24,Credit Card,Monthly
1912,1913,29,Male,Sweater,Clothing,56,Colorado,Charcoal,Winter,3.4,No,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly
141,142,56,Male,Gloves,Accessories,46,Virginia,Turquoise,Fall,4.9,Yes,Free Shipping,Yes,Yes,45,PayPal,Weekly
3276,3277,39,Female,Scarf,Accessories,99,South Dakota,White,Summer,4.0,No,Store Pickup,No,No,41,PayPal,Every 3 Months
1211,1212,23,Male,Hoodie,Clothing,94,Oklahoma,Green,Spring,4.6,No,Store Pickup,Yes,Yes,14,Venmo,Every 3 Months
491,492,49,Male,Coat,Outerwear,69,Vermont,Silver,Summer,3.7,Yes,2-Day Shipping,Yes,Yes,24,Credit Card,Bi-Weekly
198,199,57,Male,Jewelry,Accessories,45,Utah,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly
1694,1695,20,Male,Shirt,Clothing,67,Mississippi,Turquoise,Summer,2.7,No,Express,No,No,20,Debit Card,Fortnightly
2955,2956,42,Female,Boots,Footwear,67,Vermont,Silver,Winter,2.6,No,Free Shipping,No,No,46,Credit Card,Annually
2877,2878,32,Female,Socks,Clothing,46,New Jersey,Silver,Summer,3.6,No,Standard,No,No,34,Venmo,Monthly
2702,2703,70,Female,Shoes,Footwear,37,Texas,Gray,Fall,4.0,No,Next Day Air,No,No,39,Debit Card,Fortnightly
195,196,51,Male,Jacket,Outerwear,25,New York,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly
874,875,25,Male,Jacket,Outerwear,65,Maine,Magenta,Fall,4.4,Yes,Free Shipping,Yes,Yes,10,Venmo,Every 3 Months
2378,2379,26,Male,Scarf,Accessories,71,New Hampshire,Teal,Summer,2.7,No,Store Pickup,No,No,37,PayPal,Bi-Weekly
3213,3214,27,Female,Sunglasses,Accessories,56,Texas,Brown,Winter,3.3,No,Standard,No,No,33,Credit Card,Monthly
840,841,42,Male,Shirt,Clothing,24,Alabama,Teal,Summer,4.2,Yes,2-Day Shipping,Yes,Yes,18,PayPal,Weekly
581,582,32,Male,Sweater,Clothing,100,Iowa,Charcoal,Winter,2.7,Yes,Store Pickup,Yes,Yes,12,Bank Transfer,Every 3 Months
2936,2937,31,Female,Skirt,Clothing,34,Washington,White,Spring,3.6,No,Express,No,No,46,PayPal,Weekly
905,906,46,Male,Dress,Clothing,68,Mississippi,Cyan,Spring,2.8,Yes,Standard,Yes,Yes,16,Venmo,Annually
631,632,55,Male,Boots,Footwear,68,Washington,Violet,Summer,4.1,Yes,Store Pickup,Yes,Yes,27,Cash,Fortnightly
1894,1895,42,Male,Hoodie,Clothing,90,Arizona,Purple,Fall,2.5,No,Free Shipping,No,No,48,Debit Card,Bi-Weekly
162,163,54,Male,Sunglasses,Accessories,74,California,Turquoise,Summer,3.0,Yes,Store Pickup,Yes,Yes,31,PayPal,Bi-Weekly
1991,1992,46,Male,Sneakers,Footwear,29,Missouri,Brown,Summer,3.7,No,Next Day Air,No,No,1,Venmo,Every 3 Months
2856,2857,65,Female,Jacket,Outerwear,48,Iowa,Indigo,Winter,3.5,No,2-Day Shipping,No,No,31,Credit Card,Monthly
1506,1507,35,Male,Shirt,Clothing,30,South Carolina,Beige,Fall,3.0,No,2-Day Shipping,Yes,Yes,44,PayPal,Quarterly
2668,2669,59,Female,Coat,Outerwear,75,Texas,Black,Summer,4.8,No,Next Day Air,No,No,9,PayPal,Quarterly
925,926,22,Male,Jeans,Clothing,88,Arizona,Teal,Winter,4.9,Yes,Express,Yes,Yes,8,Cash,Monthly
1736,1737,57,Male,Shorts,Clothing,61,Tennessee,Purple,Summer,2.6,No,2-Day Shipping,No,No,43,Cash,Quarterly
547,548,38,Male,Jacket,Outerwear,50,Nevada,Blue,Winter,2.8,Yes,Free Shipping,Yes,Yes,26,Venmo,Weekly
3155,3156,22,Female,Handbag,Accessories,90,Montana,Brown,Fall,4.3,No,Free Shipping,No,No,34,Cash,Annually
3371,3372,49,Female,Hoodie,Clothing,99,Colorado,Turquoise,Winter,4.0,No,Next Day Air,No,No,28,PayPal,Annually
1213,1214,68,Male,Handbag,Accessories,52,Kentucky,Black,Spring,3.7,No,Express,Yes,Yes,14,Debit Card,Every 3 Months
2453,2454,21,Male,Sweater,Clothing,95,Iowa,Cyan,Spring,4.6,No,Store Pickup,No,No,13,Cash,Annually
611,612,43,Male,Scarf,Accessories,33,California,Black,Winter,4.7,Yes,Store Pickup,Yes,Yes,19,Cash,Monthly
2138,2139,67,Male,Sweater,Clothing,42,Mississippi,Teal,Fall,2.8,No,Next Day Air,No,No,36,Venmo,Quarterly
3573,3574,43,Female,Jeans,Clothing,67,Connecticut,Maroon,Fall,4.9,No,Free Shipping,No,No,27,PayPal,Monthly
1432,1433,34,Male,Hat,Accessories,33,Florida,Black,Winter,4.4,No,Express,Yes,Yes,32,Debit Card,Quarterly
2232,2233,65,Male,Shoes,Footwear,64,North Carolina,Lavender,Spring,4.0,No,Store Pickup,No,No,14,Cash,Fortnightly
742,743,64,Male,Pants,Clothing,39,Nevada,Charcoal,Summer,3.1,Yes,Express,Yes,Yes,21,Debit Card,Quarterly
637,638,21,Male,Sweater,Clothing,20,Tennessee,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,Yes,46,Cash,Fortnightly
2223,2224,30,Male,Sandals,Footwear,65,Kansas,Gray,Fall,4.7,No,Next Day Air,No,No,5,PayPal,Quarterly
1907,1908,69,Male,Skirt,Clothing,74,New Mexico,Orange,Fall,4.8,No,Store Pickup,No,No,36,Credit Card,Every 3 Months
2330,2331,60,Male,Backpack,Accessories,63,Arizona,Orange,Summer,2.9,No,Store Pickup,No,No,47,PayPal,Every 3 Months
1411,1412,48,Male,Skirt,Clothing,24,Louisiana,Green,Summer,2.8,No,Store Pickup,Yes,Yes,13,Venmo,Quarterly
48,49,42,Male,Shirt,Clothing,55,Nevada,Orange,Summer,2.7,Yes,Store Pickup,Yes,Yes,38,Cash,Monthly
3616,3617,42,Female,Hoodie,Clothing,23,Wisconsin,Purple,Winter,3.3,No,Store Pickup,No,No,33,Debit Card,Fortnightly
921,922,70,Male,Coat,Outerwear,24,South Dakota,Silver,Summer,4.1,Yes,Express,Yes,Yes,18,PayPal,Weekly
3475,3476,48,Female,Sneakers,Footwear,88,South Carolina,Orange,Spring,4.4,No,Express,No,No,9,Cash,Quarterly
756,757,62,Male,Belt,Accessories,99,Montana,Orange,Summer,4.8,Yes,Standard,Yes,Yes,24,Cash,Fortnightly
2119,2120,58,Male,Jewelry,Accessories,57,Nebraska,Indigo,Spring,3.5,No,Store Pickup,No,No,36,Venmo,Bi-Weekly
2307,2308,28,Male,Skirt,Clothing,96,Missouri,Green,Fall,3.5,No,Next Day Air,No,No,30,Debit Card,Annually
1395,1396,47,Male,Scarf,Accessories,32,West Virginia,Turquoise,Spring,2.8,No,Next Day Air,Yes,Yes,40,PayPal,Bi-Weekly
2669,2670,39,Female,Belt,Accessories,28,Illinois,Teal,Spring,2.8,No,Free Shipping,No,No,31,Credit Card,Weekly
1642,1643,18,Male,Coat,Outerwear,70,Mississippi,Beige,Spring,4.2,No,Store Pickup,Yes,Yes,16,PayPal,Fortnightly
2952,2953,50,Female,Belt,Accessories,24,Alabama,Peach,Spring,4.9,No,Next Day Air,No,No,5,Debit Card,Monthly
3398,3399,54,Female,Jeans,Clothing,60,Montana,Pink,Winter,3.8,No,Standard,No,No,44,Cash,Fortnightly
2447,2448,59,Male,Pants,Clothing,47,South Dakota,Peach,Fall,3.2,No,Store Pickup,No,No,10,Venmo,Fortnightly
1149,1150,21,Male,Jewelry,Accessories,42,Georgia,Cyan,Spring,3.3,No,Store Pickup,Yes,Yes,40,Venmo,Annually
2374,2375,69,Male,Gloves,Accessories,73,Washington,Peach,Winter,4.7,No,Standard,No,No,31,Debit Card,Monthly
2471,2472,30,Male,Sandals,Footwear,83,Oklahoma,Gray,Spring,4.3,No,Store Pickup,No,No,1,Cash,Annually
3584,3585,39,Female,Sneakers,Footwear,52,Florida,Indigo,Fall,4.8,No,Express,No,No,48,Debit Card,Monthly
2715,2716,25,Female,Sneakers,Footwear,92,Mississippi,Pink,Winter,4.1,No,Express,No,No,29,PayPal,Fortnightly
1263,1264,41,Male,Hoodie,Clothing,70,Delaware,Brown,Winter,4.6,No,2-Day Shipping,Yes,Yes,1,Credit Card,Bi-Weekly
1070,1071,50,Male,Jewelry,Accessories,75,North Carolina,Magenta,Summer,3.3,No,Free Shipping,Yes,Yes,50,Debit Card,Weekly
3593,3594,63,Female,Sandals,Footwear,80,Wyoming,Black,Spring,4.6,No,Next Day Air,No,No,24,PayPal,Monthly
1849,1850,30,Male,Skirt,Clothing,40,New Mexico,Maroon,Winter,4.5,No,Store Pickup,No,No,35,Bank Transfer,Monthly
2380,2381,41,Male,Scarf,Accessories,66,Pennsylvania,Black,Fall,2.5,No,Next Day Air,No,No,36,PayPal,Fortnightly
3516,3517,34,Female,Boots,Footwear,56,South Carolina,White,Summer,4.0,No,Free Shipping,No,No,38,PayPal,Bi-Weekly
2951,2952,47,Female,Scarf,Accessories,99,Arkansas,Maroon,Fall,4.6,No,Free Shipping,No,No,14,Cash,Weekly
2567,2568,19,Male,Sunglasses,Accessories,25,Michigan,Gold,Spring,4.3,No,Store Pickup,No,No,24,Cash,Fortnightly
1091,1092,44,Male,Sweater,Clothing,80,North Carolina,Lavender,Spring,4.7,No,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly
3014,3015,24,Female,T-shirt,Clothing,65,Utah,Maroon,Spring,4.5,No,Express,No,No,38,PayPal,Every 3 Months
2171,2172,39,Male,Shorts,Clothing,98,Missouri,Yellow,Summer,4.6,No,Store Pickup,No,No,9,Cash,Fortnightly
3257,3258,44,Female,Shirt,Clothing,98,Minnesota,Brown,Fall,3.3,No,Express,No,No,39,Venmo,Every 3 Months
2451,2452,41,Male,Socks,Clothing,60,Oklahoma,Purple,Fall,3.4,No,Store Pickup,No,No,27,Venmo,Monthly
3329,3330,34,Female,Backpack,Accessories,54,New Jersey,Gray,Winter,3.8,No,Express,No,No,1,Debit Card,Bi-Weekly
1221,1222,18,Male,Socks,Clothing,69,Iowa,Red,Winter,4.5,No,Standard,Yes,Yes,3,Cash,Quarterly
3551,3552,66,Female,Gloves,Accessories,31,Montana,Black,Spring,2.6,No,Store Pickup,No,No,20,Venmo,Weekly
2720,2721,55,Female,Scarf,Accessories,52,Maryland,Peach,Spring,2.8,No,Store Pickup,No,No,45,Bank Transfer,Quarterly
1176,1177,36,Male,Dress,Clothing,83,Oregon,Red,Winter,4.6,No,Free Shipping,Yes,Yes,39,PayPal,Quarterly
867,868,37,Male,Jacket,Outerwear,20,Colorado,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,Yes,23,Bank Transfer,Fortnightly
926,927,54,Male,Jeans,Clothing,63,Massachusetts,Green,Spring,4.4,Yes,Express,Yes,Yes,11,Cash,Bi-Weekly
997,998,64,Male,Pants,Clothing,30,Kentucky,Cyan,Spring,3.6,Yes,Express,Yes,Yes,31,Cash,Fortnightly
3410,3411,50,Female,Sandals,Footwear,76,Ohio,Teal,Summer,4.3,No,Free Shipping,No,No,38,Bank Transfer,Bi-Weekly
2812,2813,66,Female,Hoodie,Clothing,91,North Dakota,Magenta,Fall,3.8,No,Store Pickup,No,No,1,Credit Card,Every 3 Months
3218,3219,37,Female,Skirt,Clothing,34,Florida,Teal,Fall,3.9,No,Express,No,No,49,PayPal,Monthly
1457,1458,58,Male,Shirt,Clothing,57,Pennsylvania,Gray,Spring,4.7,No,Express,Yes,Yes,47,Venmo,Fortnightly
210,211,45,Male,Jacket,Outerwear,22,Vermont,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly
1598,1599,47,Male,Jewelry,Accessories,85,California,Teal,Fall,4.1,No,Express,Yes,Yes,21,Venmo,Bi-Weekly
59,60,63,Male,Belt,Accessories,79,Louisiana,Yellow,Spring,4.6,Yes,Standard,Yes,Yes,4,Debit Card,Weekly
3686,3687,59,Female,Sandals,Footwear,70,Louisiana,Charcoal,Spring,4.8,No,Free Shipping,No,No,17,Cash,Bi-Weekly
1830,1831,50,Male,Sunglasses,Accessories,80,Kansas,Blue,Winter,4.8,No,Express,No,No,7,Venmo,Annually
3800,3801,19,Female,Sweater,Clothing,26,Vermont,Turquoise,Fall,4.8,No,Next Day Air,No,No,12,Venmo,Bi-Weekly
1135,1136,65,Male,Skirt,Clothing,90,Massachusetts,Peach,Winter,3.6,No,2-Day Shipping,Yes,Yes,32,Bank Transfer,Quarterly
765,766,54,Male,Sneakers,Footwear,99,Alaska,Pink,Summer,3.0,Yes,Store Pickup,Yes,Yes,13,Cash,Quarterly
2765,2766,64,Female,Gloves,Accessories,70,Colorado,Purple,Summer,4.3,No,2-Day Shipping,No,No,24,Credit Card,Quarterly
3606,3607,41,Female,Sandals,Footwear,90,Minnesota,Purple,Fall,4.8,No,Express,No,No,41,Venmo,Annually
1078,1079,37,Male,Sweater,Clothing,59,Arizona,Silver,Fall,4.4,No,Express,Yes,Yes,49,Credit Card,Fortnightly
1138,1139,18,Male,Pants,Clothing,36,Iowa,Purple,Summer,4.7,No,Express,Yes,Yes,32,Venmo,Fortnightly
1421,1422,68,Male,Dress,Clothing,100,Pennsylvania,Gold,Spring,3.0,No,Standard,Yes,Yes,24,Bank Transfer,Fortnightly
2614,2615,18,Male,Jacket,Outerwear,65,North Dakota,Turquoise,Spring,4.2,No,Express,No,No,36,Bank Transfer,Fortnightly
3714,3715,18,Female,Hat,Accessories,31,New York,Peach,Winter,3.9,No,Express,No,No,35,Credit Card,Weekly
582,583,40,Male,Jacket,Outerwear,77,Colorado,Turquoise,Spring,4.9,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Quarterly
3791,3792,40,Female,Sunglasses,Accessories,51,Texas,Gray,Spring,3.7,No,Store Pickup,No,No,1,Venmo,Weekly
3669,3670,25,Female,Socks,Clothing,52,Washington,Silver,Fall,4.6,No,Store Pickup,No,No,43,PayPal,Quarterly
940,941,48,Male,Belt,Accessories,44,Colorado,Maroon,Spring,2.6,Yes,Store Pickup,Yes,Yes,15,PayPal,Every 3 Months
1080,1081,65,Male,Scarf,Accessories,59,Pennsylvania,Blue,Fall,3.8,No,Express,Yes,Yes,22,Cash,Every 3 Months
187,188,19,Male,Shoes,Footwear,94,Georgia,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1,Bank Transfer,Bi-Weekly
2057,2058,66,Male,Socks,Clothing,37,South Dakota,Yellow,Spring,4.2,No,Standard,No,No,5,PayPal,Every 3 Months
2252,2253,48,Male,Shoes,Footwear,96,Nebraska,Maroon,Summer,3.9,No,Express,No,No,21,Bank Transfer,Annually
3826,3827,50,Female,Jacket,Outerwear,31,Montana,Gray,Summer,4.0,No,Express,No,No,25,Bank Transfer,Annually
1345,1346,40,Male,Dress,Clothing,21,Nebraska,White,Fall,3.6,No,Standard,Yes,Yes,42,Venmo,Weekly
3726,3727,47,Female,Belt,Accessories,85,Idaho,Orange,Fall,4.3,No,Next Day Air,No,No,36,Debit Card,Every 3 Months
1420,1421,22,Male,Jeans,Clothing,53,California,Gray,Summer,4.6,No,Store Pickup,Yes,Yes,45,PayPal,Every 3 Months
226,227,29,Male,Shoes,Footwear,74,Texas,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly
2144,2145,47,Male,Shoes,Footwear,23,Maryland,Orange,Winter,3.7,No,Free Shipping,No,No,25,PayPal,Quarterly
535,536,56,Male,T-shirt,Clothing,45,West Virginia,Maroon,Spring,3.2,Yes,Free Shipping,Yes,Yes,24,Bank Transfer,Weekly
3671,3672,62,Female,Handbag,Accessories,66,Illinois,Pink,Summer,4.8,No,2-Day Shipping,No,No,20,Venmo,Quarterly
3520,3521,41,Female,Hat,Accessories,70,Georgia,Brown,Spring,3.1,No,Express,No,No,33,Bank Transfer,Monthly
697,698,61,Male,Scarf,Accessories,63,North Dakota,Brown,Summer,4.6,Yes,Free Shipping,Yes,Yes,40,Debit Card,Quarterly
2238,2239,40,Male,Sneakers,Footwear,84,Florida,Beige,Winter,3.8,No,Standard,No,No,18,Debit Card,Weekly
2285,2286,34,Male,Belt,Accessories,100,Michigan,Pink,Summer,4.6,No,2-Day Shipping,No,No,38,PayPal,Every 3 Months
2648,2649,51,Male,Pants,Clothing,84,Illinois,Gray,Spring,3.9,No,Next Day Air,No,No,14,PayPal,Bi-Weekly
3537,3538,57,Female,Handbag,Accessories,92,Georgia,Gray,Spring,3.5,No,Standard,No,No,40,Credit Card,Every 3 Months
2140,2141,53,Male,Handbag,Accessories,90,New Mexico,Brown,Fall,3.7,No,Standard,No,No,36,Cash,Fortnightly
1037,1038,52,Male,Jewelry,Accessories,25,Rhode Island,Brown,Spring,3.4,Yes,Standard,Yes,Yes,48,Debit Card,Quarterly
208,209,57,Male,Skirt,Clothing,38,Wisconsin,Gold,Spring,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly
2208,2209,28,Male,Scarf,Accessories,46,Colorado,Violet,Summer,2.7,No,2-Day Shipping,No,No,23,PayPal,Monthly
565,566,59,Male,Backpack,Accessories,43,Idaho,Lavender,Fall,4.2,Yes,Store Pickup,Yes,Yes,10,Venmo,Weekly
313,314,42,Male,Dress,Clothing,77,Vermont,Pink,Spring,3.7,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months
601,602,32,Male,Backpack,Accessories,38,West Virginia,Maroon,Summer,4.7,Yes,Store Pickup,Yes,Yes,5,Cash,Fortnightly
233,234,19,Male,Sweater,Clothing,83,Arizona,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months
3777,3778,43,Female,Shorts,Clothing,65,Utah,Maroon,Fall,4.3,No,Express,No,No,9,Cash,Weekly
3578,3579,46,Female,Shoes,Footwear,22,Georgia,Olive,Winter,2.6,No,Standard,No,No,22,Bank Transfer,Quarterly
3240,3241,56,Female,Sandals,Footwear,37,West Virginia,Violet,Fall,3.8,No,2-Day Shipping,No,No,37,Bank Transfer,Monthly
1338,1339,56,Male,Handbag,Accessories,51,Alabama,Yellow,Winter,2.6,No,Standard,Yes,Yes,43,PayPal,Fortnightly
111,112,26,Male,Belt,Accessories,75,Massachusetts,Purple,Summer,5.0,Yes,Free Shipping,Yes,Yes,9,Credit Card,Annually
2290,2291,37,Male,Boots,Footwear,48,Kansas,Magenta,Winter,3.3,No,Standard,No,No,23,PayPal,Quarterly
1089,1090,40,Male,Backpack,Accessories,61,Arizona,Silver,Spring,3.8,No,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly
2677,2678,45,Female,Shorts,Clothing,43,Connecticut,Olive,Spring,3.8,No,Next Day Air,No,No,6,PayPal,Every 3 Months
3509,3510,50,Female,T-shirt,Clothing,22,Ohio,Brown,Winter,4.3,No,Next Day Air,No,No,43,Venmo,Bi-Weekly
3053,3054,32,Female,Shoes,Footwear,91,Maine,Brown,Winter,3.2,No,Next Day Air,No,No,22,Bank Transfer,Monthly
1298,1299,29,Male,Pants,Clothing,81,Indiana,Indigo,Summer,3.0,No,Free Shipping,Yes,Yes,14,Bank Transfer,Fortnightly
472,473,20,Male,Jeans,Clothing,39,Georgia,Gray,Winter,3.9,Yes,Free Shipping,Yes,Yes,3,Bank Transfer,Quarterly
3267,3268,37,Female,Hoodie,Clothing,45,Idaho,Pink,Winter,3.0,No,Store Pickup,No,No,42,Credit Card,Quarterly
1491,1492,27,Male,Shirt,Clothing,54,Arkansas,Black,Summer,2.7,No,Free Shipping,Yes,Yes,10,Bank Transfer,Quarterly
2184,2185,38,Male,Shoes,Footwear,34,Nevada,Gold,Spring,3.2,No,Free Shipping,No,No,16,PayPal,Every 3 Months
1178,1179,37,Male,Dress,Clothing,22,South Carolina,Teal,Spring,4.9,No,Express,Yes,Yes,23,Debit Card,Annually
1791,1792,62,Male,Jeans,Clothing,98,Montana,Purple,Winter,4.0,No,Store Pickup,No,No,38,Cash,Annually
361,362,65,Male,T-shirt,Clothing,96,Nevada,White,Spring,2.6,Yes,Free Shipping,Yes,Yes,45,Cash,Annually
135,136,43,Male,Sandals,Footwear,81,Kansas,Purple,Fall,4.1,Yes,Express,Yes,Yes,12,PayPal,Quarterly
1134,1135,62,Male,T-shirt,Clothing,81,Wisconsin,Brown,Summer,4.6,No,Express,Yes,Yes,2,Venmo,Every 3 Months
1151,1152,41,Male,Blouse,Clothing,86,Ohio,Gray,Spring,4.2,No,Express,Yes,Yes,24,Credit Card,Weekly
2406,2407,54,Male,Scarf,Accessories,57,California,Indigo,Winter,4.7,No,Standard,No,No,26,PayPal,Weekly
1053,1054,59,Male,Blouse,Clothing,70,Kansas,Blue,Spring,3.3,No,2-Day Shipping,Yes,Yes,10,Debit Card,Bi-Weekly
3239,3240,33,Female,Sunglasses,Accessories,32,Colorado,Charcoal,Fall,2.7,No,2-Day Shipping,No,No,30,Cash,Monthly
22,23,56,Male,Pants,Clothing,37,California,Peach,Summer,3.2,Yes,Store Pickup,Yes,Yes,32,Debit Card,Annually
3742,3743,56,Female,Shirt,Clothing,80,Maryland,Gray,Fall,4.4,No,Standard,No,No,50,Credit Card,Bi-Weekly
2028,2029,29,Male,Shoes,Footwear,84,Ohio,Purple,Fall,3.7,No,2-Day Shipping,No,No,10,Venmo,Bi-Weekly
1727,1728,49,Male,Blouse,Clothing,53,Virginia,Violet,Spring,4.0,No,Express,No,No,19,PayPal,Monthly
695,696,30,Male,Shorts,Clothing,67,Nevada,Peach,Summer,3.7,Yes,Next Day Air,Yes,Yes,15,Debit Card,Every 3 Months
420,421,32,Male,Socks,Clothing,54,North Carolina,Peach,Spring,3.8,Yes,Free Shipping,Yes,Yes,18,Debit Card,Bi-Weekly
2186,2187,55,Male,Sandals,Footwear,23,New Mexico,Teal,Winter,4.3,No,Next Day Air,No,No,6,PayPal,Every 3 Months
460,461,64,Male,Shoes,Footwear,65,South Carolina,Teal,Summer,3.7,Yes,Store Pickup,Yes,Yes,27,Bank Transfer,Weekly
1067,1068,18,Male,Dress,Clothing,43,Pennsylvania,Peach,Summer,2.7,No,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly
